Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","LCU","1433.2","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7001","January","LCU","1368.7","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7002","February","LCU","1474.5","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7003","March","LCU","1472.9","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7004","April","LCU","1493.4","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7005","May","LCU","1533","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7006","June","LCU","1457.4","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7007","July","LCU","1381","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7008","August","LCU","1397.9","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7009","September","LCU","1429","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7010","October","LCU","1416","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7011","November","LCU","1397","","Official data"
"PP","Producer Prices","106","Italy","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7012","December","LCU","1377.2","","Official data"
"PP","Producer Prices","106","Italy","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","1491.7","","Official data"
"PP","Producer Prices","106","Italy","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","1776.5","Fc","Calculated data"
"PP","Producer Prices","106","Italy","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","SLC","1433.2","","Official data"
"PP","Producer Prices","106","Italy","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","1980.6","","Official data"
"PP","Producer Prices","106","Italy","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","2358.8","Fc","Calculated data"
"PP","Producer Prices","106","Italy","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","USD","1615","","Official data"
"PP","Producer Prices","106","Italy","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","98.74","Fc","Calculated data"
"PP","Producer Prices","106","Italy","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","106.21","Fc","Calculated data"
"PP","Producer Prices","109","Jamaica","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","99.8","Fc","Calculated data"
"PP","Producer Prices","109","Jamaica","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","105.95","Fc","Calculated data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","206600","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7001","January","LCU","201100","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7002","February","LCU","199600","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7003","March","LCU","197300","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7004","April","LCU","206200","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7005","May","LCU","206400","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7006","June","LCU","206900","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7007","July","LCU","206300","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7008","August","LCU","207300","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7009","September","LCU","209700","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7010","October","LCU","210400","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7011","November","LCU","211300","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7012","December","LCU","214500","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","295142.9","Fc","Calculated data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","LCU","228400","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7001","January","LCU","228100","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7002","February","LCU","229900","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7003","March","LCU","230000","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7004","April","LCU","230300","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7005","May","LCU","230400","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7006","June","LCU","229700","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7007","July","LCU","227100","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7008","August","LCU","226400","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7009","September","LCU","226700","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7010","October","LCU","226700","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7011","November","LCU","226300","","Official data"
"PP","Producer Prices","110","Japan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7012","December","LCU","229300","","Official data"
"PP","Producer Prices","110","Japan","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","206600","","Official data"
"PP","Producer Prices","110","Japan","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","295142.9","Fc","Calculated data"
"PP","Producer Prices","110","Japan","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","SLC","228400","","Official data"
"PP","Producer Prices","110","Japan","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","2116.9","","Official data"
"PP","Producer Prices","110","Japan","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","3024.1","Fc","Calculated data"
"PP","Producer Prices","110","Japan","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","USD","2036.3","","Official data"
"PP","Producer Prices","110","Japan","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","90.67","Fc","Calculated data"
"PP","Producer Prices","110","Japan","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","107.62","Fc","Calculated data"
"PP","Producer Prices","112","Jordan","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","96.35","Fc","Calculated data"
"PP","Producer Prices","112","Jordan","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","99.75","Fc","Calculated data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","230241","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7001","January","LCU","249131","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7002","February","LCU","251708","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7003","March","LCU","248026","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7004","April","LCU","233293","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7005","May","LCU","230041","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7006","June","LCU","227336","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7007","July","LCU","227345","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7008","August","LCU","227953","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7009","September","LCU","225978","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7010","October","LCU","234235","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7011","November","LCU","237765","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7012","December","LCU","234173","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","315398.6","Fc","Calculated data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","390461","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7001","January","LCU","391831","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7002","February","LCU","380837","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7003","March","LCU","397138","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7004","April","LCU","402548","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7005","May","LCU","409512","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7006","June","LCU","401149","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7007","July","LCU","394750","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7008","August","LCU","394138","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7009","September","LCU","389984","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7010","October","LCU","393170","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7011","November","LCU","382850","","Official data"
"PP","Producer Prices","108","Kazakhstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7012","December","LCU","369554","","Official data"
"PP","Producer Prices","108","Kazakhstan","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","230241","","Official data"
"PP","Producer Prices","108","Kazakhstan","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","315398.6","Fc","Calculated data"
"PP","Producer Prices","108","Kazakhstan","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","390461","","Official data"
"PP","Producer Prices","108","Kazakhstan","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","1513.5","","Official data"
"PP","Producer Prices","108","Kazakhstan","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","2073.2","Fc","Calculated data"
"PP","Producer Prices","108","Kazakhstan","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","USD","1197.7","","Official data"
"PP","Producer Prices","108","Kazakhstan","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","81.83","Fc","Calculated data"
"PP","Producer Prices","108","Kazakhstan","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","101.3","Fc","Calculated data"
"PP","Producer Prices","114","Kenya","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","265151.5","Fc","Calculated data"
"PP","Producer Prices","114","Kenya","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","350000","","Official data"
"PP","Producer Prices","114","Kenya","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7001","January","LCU","562992.6","","Official data"
"PP","Producer Prices","114","Kenya","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","265151.5","Fc","Calculated data"
"PP","Producer Prices","114","Kenya","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","350000","","Official data"
"PP","Producer Prices","114","Kenya","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","3078.8","Fc","Calculated data"
"PP","Producer Prices","114","Kenya","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","4064","","Official data"
"PP","Producer Prices","114","Kenya","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","83.17","Fc","Calculated data"
"PP","Producer Prices","114","Kenya","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","126.33","Fc","Calculated data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","118851","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7001","January","LCU","116991","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7002","February","LCU","118502","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7003","March","LCU","118605","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7004","April","LCU","118936","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7005","May","LCU","118793","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7006","June","LCU","117928","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7007","July","LCU","118598","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7008","August","LCU","118935","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7009","September","LCU","118934","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7010","October","LCU","119526","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7011","November","LCU","119687","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7012","December","LCU","119907","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","156382.9","Fc","Calculated data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","LCU","138267","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7001","January","LCU","108700","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7002","February","LCU","107178","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7003","March","LCU","158357","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7004","April","LCU","156031","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7005","May","LCU","159694","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7006","June","LCU","139595","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7007","July","LCU","134602","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7008","August","LCU","134754","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7009","September","LCU","127298","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7010","October","LCU","144855","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7011","November","LCU","134039","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7012","December","LCU","154104","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","181930.3","Fc","Calculated data"
"PP","Producer Prices","113","Kyrgyzstan","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","118851","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","156382.9","Fc","Calculated data"
"PP","Producer Prices","113","Kyrgyzstan","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","SLC","138267","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","181930.3","Fc","Calculated data"
"PP","Producer Prices","113","Kyrgyzstan","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","2453.7","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","3228.5","Fc","Calculated data"
"PP","Producer Prices","113","Kyrgyzstan","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","USD","2007.7","","Official data"
"PP","Producer Prices","113","Kyrgyzstan","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","USD","2641.8","Fc","Calculated data"
"PP","Producer Prices","113","Kyrgyzstan","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","97.5","Fc","Calculated data"
"PP","Producer Prices","113","Kyrgyzstan","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","113.43","Fc","Calculated data"
"PP","Producer Prices","120","Lao People's Democratic Republic","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","31021600","Fc","Calculated data"
"PP","Producer Prices","120","Lao People's Democratic Republic","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","35364625","","Official data"
"PP","Producer Prices","120","Lao People's Democratic Republic","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","31021600","Fc","Calculated data"
"PP","Producer Prices","120","Lao People's Democratic Republic","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","35364625","","Official data"
"PP","Producer Prices","120","Lao People's Democratic Republic","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","3946.7","Fc","Calculated data"
"PP","Producer Prices","120","Lao People's Democratic Republic","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","4499.2","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","895","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","1243.1","Fc","Calculated data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","LCU","984","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7001","January","LCU","930","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7002","February","LCU","870","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7003","March","LCU","870","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7004","April","LCU","867.1","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7005","May","LCU","870","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7006","June","LCU","875.1","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7007","July","LCU","876.1","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7008","August","LCU","873.9","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7009","September","LCU","874.6","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7010","October","LCU","875.1","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7011","November","LCU","877","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7012","December","LCU","877.7","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","1406","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7001","January","LCU","1328.6","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7002","February","LCU","1242.9","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7003","March","LCU","1242.8","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7004","April","LCU","1238.8","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7005","May","LCU","1242.9","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7006","June","LCU","1250.1","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7007","July","LCU","1251.6","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7008","August","LCU","1248.3","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7009","September","LCU","1249.4","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7010","October","LCU","1250.1","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7011","November","LCU","1252.8","","Official data"
"PP","Producer Prices","119","Latvia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7012","December","LCU","1253.9","","Official data"
"PP","Producer Prices","119","Latvia","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","1273.5","","Official data"
"PP","Producer Prices","119","Latvia","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","1768.7","Fc","Calculated data"
"PP","Producer Prices","119","Latvia","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","SLC","984","","Official data"
"PP","Producer Prices","119","Latvia","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","1406","","Official data"
